,video_title,duration,viewCount,likeCount,commentCount,publishedAt,video_ids
222,DevOps CI/CD Explained in 100 Seconds,PT1M56S,622449,28915,265,2020-03-12T17:45:46Z,scEDHsr3APg
223,The Joy of CSS Grid - Build 3 Beautifully Simple Responsive Layouts,PT11M37S,307211,17381,318,2020-03-10T18:46:17Z,705XCEruZFs
224,Learn to Code in 2020? Things are looking pretty BAD out there,PT4M18S,63338,3032,174,2020-03-09T18:48:22Z,rjfO2AKEsA8
225,CSS Grid in 100 Seconds,PT1M51S,184100,11554,207,2020-03-05T15:34:33Z,uuOXPWCh-6o
226,Build a Desktop App with Electron... But Should You?,PT11M12S,734286,19694,796,2020-03-04T16:08:47Z,3yqDxhR2XxE
227,Git Explained in 100 Seconds,PT1M57S,236652,11493,220,2020-03-02T14:40:10Z,hwP7WQkmECE
228,Animated Responsive Navbar with CSS - Plus Other Useful Tricks,PT11M40S,793155,41312,851,2020-02-28T16:21:43Z,biOMz4puGt8
229,Electron JS in 100 Seconds,PT1M49S,287494,15886,319,2020-02-26T16:40:29Z,m3OjWNFREJo
230,CSS Flexbox in 100 Seconds,PT1M44S,340882,24730,370,2020-02-21T15:36:35Z,K74l26pE4YA
231,Beyond Console Log in 100 Seconds,PT1M44S,265632,23982,344,2020-02-18T14:54:47Z,L8CDt1J3DAw
232,7 Security Risks and Hacking Stories for Web Developers,PT9M,332861,15366,238,2020-02-17T15:36:00Z,4YOpILi9Oxs
233,Sign in with Apple from a Firebase Web App,PT1M50S,47115,1022,55,2020-02-10T16:33:24Z,UafqYgRoIC0
234,JavaScript Promise in 100 Seconds,PT1M39S,212993,10901,223,2020-01-31T16:00:11Z,RvYYCGs45L4
235,JavaScript Modules in 100 Seconds,PT1M44S,146302,6375,131,2020-01-02T17:42:40Z,qgRUr-YUk1Q
236,Recursion in 100 Seconds,PT1M40S,170407,7444,193,2019-12-30T17:01:06Z,rf60MejMz3E
237,Array Reduce in 100 seconds,PT1M41S,170188,8374,183,2019-12-26T15:42:21Z,tVCYa_bnITg
238,Fireship without Borders & T-shirt winner(s) - Channel Update,PT3M9S,10601,656,69,2019-12-20T16:46:09Z,q1dfDDV972s
239,Big-O Notation in 100 Seconds,PT1M40S,266270,16395,248,2019-12-18T17:23:18Z,g2o22C3CRfU
240,Array Map in 100 Seconds,PT1M41S,170146,5873,162,2019-12-17T17:42:32Z,DC471a9qrU4
241,The Future of JavaScript -  New Features and Disruptive Trends in 2020,PT10M51S,253847,11026,661,2019-12-16T15:03:41Z,f0DrPLKf6Ro
242,Cloud Computing in the Year 2020,PT13M9S,234394,9792,283,2019-12-09T19:09:04Z,1pBuwKwaHp0
243,How to Build a Slack App,PT9M44S,84445,1128,35,2019-12-06T16:56:43Z,25ArxpK48tU
244,iPod Classic UI with Flutter,PT11M17S,20613,646,43,2019-12-03T17:54:05Z,A8dvbFby-s0
245,Firestore Pagination - It Just Got Easier,PT6M41S,45849,834,80,2019-11-26T17:28:32Z,yFlhTvxcrQ8
246,Learn Binary by Building a Binary Clock with Flutter,PT11M34S,29664,962,49,2019-11-25T16:08:05Z,VkTj1U_exwA
247,Visualize 140k Gun Violence Incidents with Deck.gl & Google Maps,PT11M15S,45732,1691,130,2019-11-05T18:26:27Z,e_5W-JF_E2U
248,Stripe Payments Basics -  Including New 3D Secure Requirements for EU Customers,PT11M43S,140806,2432,100,2019-10-23T18:32:33Z,1XKRxeo9414
249,An Encounter with JavaScript Objects,PT10M38S,83988,4420,195,2019-10-18T17:21:51Z,napDjGFjHR0
250,"100 Firebase Tips, Tricks, and Screw-ups",PT24M31S,123494,5470,228,2019-10-14T17:45:25Z,iWEgpdVSZyg
251,GraphQL Basics - Build an app with the SpaceX API,PT15M48S,221603,6825,118,2019-10-09T17:11:11Z,7wzR4Ig5pTI
252,Firebase Analytics + Remote Config on the Web,PT11M14S,41560,887,61,2019-10-04T17:09:20Z,iVHRy_uVtm0
253,Firebase Extensions Quickstart,PT6M42S,24524,937,72,2019-09-26T18:55:43Z,agity_5plBU
254,Angular for Beginners - Let's build a Tic-Tac-Toe PWA,PT20M46S,290545,7969,354,2019-09-16T16:53:41Z,G0bBLvWXBvc
255,What will we build next? Channel Update,PT2M25S,14889,981,119,2019-09-03T15:59:03Z,OWy0e231eMI
256,Fullstack Autocomplete Search with Algolia,PT12M14S,63110,1409,97,2019-08-26T18:18:36Z,dTXzxSlhTDM
257,Nest on Cloud Functions,PT4M23S,37701,1202,124,2019-08-16T18:50:29Z,IVy3Tm8iHQ0
258,Build a Chatbot from Scratch - Dialogflow on Node.js,PT14M23S,137828,2751,119,2019-08-15T16:37:24Z,0NXqwT3Y09E
259,MySQL with Firebase?,PT14M1S,67681,1330,113,2019-08-08T19:20:42Z,sSDHdWrSqLY
260,JavaScript Function - What's your Function?,PT12M27S,105823,4883,175,2019-08-06T17:00:35Z,gigtS_5KOqo
261,"Flutter File Upload - Pick, Crop, and Save Images to the Cloud",PT8M49S,80656,1600,102,2019-07-29T17:01:12Z,HCmAwk2fnZc
262,A Guide to Web Scraping with Node.js,PT9M54S,290133,9770,397,2019-07-24T16:41:29Z,dXjKh66BR2U
263,The JavaScript Survival Guide,PT14M47S,436047,19763,597,2019-07-15T16:41:44Z,9emXNzqCKyg
264,Transactional Email 101 📧 with SendGrid & Firebase Cloud Functions,PT8M10S,59934,1320,118,2019-07-09T13:37:09Z,vThujL5-fZQ
265,JavaScript: How It's Made,PT10M54S,686504,26815,673,2019-07-02T17:58:13Z,FSs_JYwnAdI
266,In App Purchases in Flutter,PT10M54S,100867,2546,143,2019-06-27T18:56:13Z,NWbkKH-2xcQ
267,"PayPal Checkout 2.0 - Monetize React, Angular, & Vue Quickly",PT9M2S,77473,2068,183,2019-06-24T18:30:56Z,AtZGoueL4Vs
268,The Weird History of JavaScript,PT12M9S,933042,31919,1180,2019-06-18T17:44:51Z,Sh6lK57Cuk4
269,Smart Push Notifications with Flutter & FCM,PT11M10S,179946,2940,233,2019-06-13T16:37:39Z,2TSm2YGBT1s
270,5 Cool New Features in AngularFire,PT4M43S,22876,891,69,2019-06-11T17:19:32Z,KkNpEDU5RMA
271,Nx Quickstart - How to Scale a JavaScript Project,PT9M40S,89014,3136,106,2019-06-04T16:13:48Z,VUyBY72mwrQ
272,Top 12 Flutter Tips & Tricks,PT9M32S,220355,10293,248,2019-06-03T19:27:28Z,FdgDgcrDeNI
273,Firebase vs AWS Amplify,PT14M46S,213914,5703,257,2019-05-29T14:40:03Z,ucmbO2lWC2A
274,How to Become a Google Developer Expert (GDE),PT5M7S,77287,3807,160,2019-05-23T21:06:17Z,IDZyZMYn3H0
275,Collection Group Queries in Firestore,PT8M19S,64907,1012,64,2019-05-21T17:50:00Z,fQ4u1J717ys
276,Flutter Provider - Advanced Firebase Data Management,PT11M8S,117996,3072,168,2019-05-17T18:25:58Z,vFxk_KJCqgk
277,Firebase Performance on the Web QuickStart,PT9M20S,19795,535,45,2019-05-10T18:29:26Z,KYYjdWSrRjI
278,Flutter Drag & Drop for Two-Year-Olds,PT8M19S,57891,1304,60,2019-05-01T16:32:47Z,KOh6CkX-d6U
279,Svelte 3 Reaction & QuickStart Tutorial,PT14M46S,227966,6199,403,2019-04-25T19:20:19Z,043h4ugAj4c
280,Scheduled Cloud Functions - NOT for Robocallers,PT7M30S,35966,1054,117,2019-04-23T16:06:40Z,h79xrJZAQ6I
281,Firestore Data Modeling - Five Cool Techniques,PT11M44S,172131,4020,138,2019-04-18T18:53:23Z,35RlydUf6xo
282,Cloud Run QuickStart - Docker to Serverless,PT7M50S,124008,4297,137,2019-04-10T21:14:18Z,3OP-q55hOUI
283,Firestore Increment - Counters that Scale,PT3M58S,42581,1057,95,2019-04-08T18:44:33Z,8Ejn1FLRRaw
284,Flutter Flare Basics - Let's Build Giphy's Nav Menu,PT13M22S,146620,4145,137,2019-04-04T17:33:18Z,hwBUU9CP4qI
285,Run VS Code in the browser with massive computing resources,PT9M49S,95254,2768,180,2019-04-01T17:50:41Z,N5WojMutddQ
286,"RxJS Top Ten - Code This, Not That",PT14M44S,195029,7210,279,2019-03-25T19:23:41Z,ewcoEYS85Co
287,Reflectly-Inspired Animated Slideshow with Flutter + Firebase,PT9M50S,49296,1398,99,2019-03-21T17:41:33Z,8PfiY0U_PBI
288,Predict Horse Races with BigQuery #ML,PT10M12S,32862,850,65,2019-03-15T18:22:03Z,ajTp60neMlc
289,Flutter State Management - The Grand Tour,PT14M7S,169659,4919,329,2019-03-12T15:48:27Z,3tm-R7ymwhc
290,Stripe Elements & Checkout with Angular - Monetize your PWA,PT8M14S,46070,609,61,2019-03-05T18:17:01Z,zTj0FZHunNE
291,Flutter Animation -  Radial Menu at 60FPS,PT9M58S,61887,1432,106,2019-02-25T18:35:06Z,MhQI-ysRyrk
292,PWA to Google Play Store with Trusted Web Activities (TWA),PT7M8S,104427,3001,228,2019-02-22T15:57:45Z,7JDFjeMvxos
293,Multiple Concurrent File Uploads with Firebase Storage + Angular,PT8M44S,31769,531,58,2019-02-20T15:57:52Z,ok7633BVa4Y
294,100K... Now what? Channel Update,PT2M29S,6355,512,101,2019-02-19T16:53:18Z,tV9byUUfPQM
295,Flutter Google Maps + Firestore Geolocation - Build the next Uber?,PT11M46S,143952,2696,178,2019-02-15T18:31:52Z,MYHVyl-juUk
296,7 Amazing Developer Tools that you're not using yet,PT6M27S,1736998,77524,1208,2019-02-12T17:03:46Z,U_gANjtv28g
297,Beautiful Router Animations with Angular,PT10M1S,110561,1697,112,2019-02-11T17:24:23Z,7JA90VI9fAI
298,Top 10 Programming Languages in 90 Seconds,PT1M37S,127065,7131,235,2019-02-06T17:27:45Z,eqtgZM3AwNM
299,The Magic of TypeScript Decorators,PT9M51S,174826,4400,133,2019-02-05T17:16:13Z,O6A-u_FoEX8
300,Flutter Layouts for the CSS Developer,PT10M24S,54959,1697,139,2019-02-01T19:12:18Z,u0e2L5yoxFI
301,Realtime User Presence with Firebase & Angular - Online | Offline | Away,PT9M22S,23776,581,64,2019-01-28T18:41:31Z,bL3I7Pls-1w
302,"Lazy-Loaded Images - Code This, Not That",PT4M47S,66594,3828,234,2019-01-25T17:38:30Z,aUjBvuUdkhg
303,Angular Universal on Cloud Functions or AppEngine,PT11M29S,29062,622,105,2019-01-23T20:12:10Z,VS0zsXvDJ08
304,Flutter for the JS Developer,PT13M43S,314699,9212,337,2019-01-22T00:14:10Z,7sJZi0grFR4
305,Cloud Build - Create a CI/CD Pipeline,PT9M38S,106218,2272,84,2019-01-18T19:15:54Z,Zd014DjonqE
306,"JavaScript Loops - Code This, Not That",PT8M36S,290993,11560,387,2019-01-16T21:09:52Z,x7Xzvm0iLCI
307,Flutter - Google SignIn from Scratch,PT12M6S,101618,1709,211,2019-01-15T16:40:47Z,cHFV6JPp-6A
308,Firebase Google SignIn + Firestore w/ Angular,PT11M13S,91555,1757,175,2019-01-11T15:18:39Z,qP5zw7fjQgo
309,Fireship.io - Channel Update,PT6M4S,20889,1377,227,2019-01-08T19:40:03Z,gun8OiGtlNc
310,10 Predictions about 2019 for Developers,PT7M47S,216465,6360,355,2018-12-23T01:09:03Z,qV4EzzQFgEg
311,Object Oriented vs Functional Programming with TypeScript,PT12M7S,582374,18128,418,2018-12-14T18:58:41Z,fsVL_xrYO0w
312,Advanced Angular Elements,PT11M48S,57740,1295,187,2018-12-06T16:58:33Z,ujaMvl5M8nY
313,TypeScript - The Basics,PT12M1S,1071600,33766,762,2018-11-29T19:13:07Z,ahCwqrYpIuM
314,"State of JavaScript - Real Analysis of Angular, React, and Vue",PT9M44S,83779,3407,514,2018-11-20T19:59:36Z,UnEPBQvkNrg
315,Cloud Scheduler - Time Triggers for Cloud Functions,PT4M53S,44696,882,64,2018-11-08T18:31:08Z,WUPEUjvSBW8
316,Firestore Rules Testing with the Emulator - New Feature,PT11M45S,18177,323,34,2018-11-01T17:51:43Z,Rx4pVS1vPGY
317,Git It? How to use Git and Github,PT12M19S,353385,11578,210,2018-10-26T16:58:41Z,HkdAHXoRtos
318,Angular 7 Virtual Scroll - To Infinity and Beyond,PT11M44S,110005,2026,198,2018-10-22T16:32:35Z,Ppl64MY6FFc
319,Firestore Megachat - Let's Build a Chat App,PT11M51S,121777,1977,150,2018-10-16T15:18:14Z,LKAXg2drQJQ
320,The Async Await Episode I Promised,PT12M4S,829070,29260,905,2018-10-11T18:27:01Z,vn3tm0quoqE
321,Behind the Scenes: How I make the Videos,PT23M22S,16028,690,34,2018-10-10T17:28:33Z,d6V-nGaNbhw
322,Draggable Sortable Firestore,PT7M57S,18861,457,47,2018-10-08T17:58:48Z,r5ZEqaW3A5c
323,ML Engine - Machine Learning in the Cloud,PT15M5S,47192,1176,179,2018-10-04T15:50:23Z,fsv0rty7QhU
324,You get a Car! Live JS Pro Tips + Swag Giveaways,PT20M40S,7864,262,20,2018-10-01T17:24:17Z,53doQMZk1yo
325,"JavaScript Pro Tips - Code This, NOT That",PT12M37S,2050699,93018,2312,2018-09-27T18:56:49Z,Mus_vwhTCq0
326,Angular Directives - Build a Hold-to-Delete Button,PT9M28S,26233,720,54,2018-09-26T16:23:37Z,kl-UMCHpEsw
327,JavaScript Picks a T-Shirt Winner w/ Sound,PT10M47S,2465,133,23,2018-09-25T17:13:52Z,_dvQpqoJkc4
328,Google Calendar + Firebase Auth,PT9M55S,70843,902,191,2018-09-24T15:23:06Z,Bj15-6rBHQw
329,Angular Firebase Live Stream,P0D,0,0,0,2018-09-20T16:15:10Z,OZXk36N66bM
330,Ionic4 + Firebase Master Course,PT2M6S,9263,196,43,2018-09-19T17:14:32Z,luady6ItI5M
331,Push Notifications with Ionic4 and Firebase Cloud Messaging,PT10M23S,47117,633,146,2018-09-11T17:43:56Z,m_P1Q0vhOHs
332,The Future of Angular Firebase - Channel Update,PT4M34S,11304,722,134,2018-09-07T15:26:33Z,PwSyYZ35ftM
333,Big JavaScript Projects - Code Sharing,PT8M1S,40247,1158,130,2018-09-06T17:05:45Z,MflUMIeADZU
334,Ionic 4 - Routing and Navigation Guide,PT11M38S,109150,1534,108,2018-09-04T15:42:29Z,XZHG1e_prmQ
335,Host Multiple Apps or Websites on Firebase,PT4M36S,38407,879,75,2018-08-30T18:48:30Z,NrkFBmBFA6k
336,Custom RxJS Operators by Example,PT9M13S,17492,487,31,2018-08-27T15:24:10Z,JWjXBWINlzU
337,RxFire - Firebase meets RxJS,PT12M23S,23254,462,36,2018-08-24T14:41:19Z,fq6UPn5H2Bs
338,Puppeteer on Cloud Functions,PT9M12S,33207,653,54,2018-08-21T18:00:10Z,BMFS9fWiv98
339,Ionic 4 Theme Builder with CSS Variables,PT12M12S,49153,753,77,2018-08-15T17:37:44Z,RVh6nngPuNw
340,Angular Console,PT5M56S,25790,544,45,2018-08-13T15:15:25Z,d2K2Cp8BJx0
341,Image Resize Cloud Function,PT8M42S,38883,846,126,2018-08-09T18:15:42Z,OKW8x8-qYs0
342,How to NOT get a 30K Firebase Bill,PT8M45S,172375,4984,204,2018-08-06T15:15:59Z,Lb-Pnytoi-8
343,Firestore Array Query,PT3M38S,50223,712,114,2018-08-03T17:04:12Z,4t2eHrFW_0M
344,Ionic 4: Should you Build a Hybrid App?,PT10M35S,224764,4579,176,2018-07-26T19:27:26Z,34fDUKaJBtw
345,Angular CDK Data Tables,PT10M38S,28467,558,51,2018-07-19T18:41:33Z,lLwhEKLIXa8
346,Stripe Billing - Get Paid for your SaaS,PT13M,49839,962,59,2018-07-16T16:34:44Z,1__Leh5MBEM
347,Firestore Geoquery,PT8M26S,45833,806,81,2018-07-11T17:53:40Z,lO1S-FAcZU8
348,Apollo Angular GraphQL Optimistic UI,PT7M27S,39134,602,32,2018-07-03T16:43:34Z,Wc7bJ2uv694
349,Redux from Scratch,PT9M46S,33826,706,54,2018-06-27T17:30:51Z,hG7v7quMMwM
350,Cypress End-to-End Testing,PT9M34S,208827,3972,129,2018-06-22T18:27:08Z,7N63cMKosIE
351,Angular Components Beginner's Guide,PT18M21S,113455,3000,104,2018-06-20T15:49:33Z,23o0evRtrFI
352,GraphQL with Apollo Server 2.0,PT9M34S,118840,2460,120,2018-06-14T19:56:40Z,8D9XnnjFGMs
353,Angular Router - The Basics and Beyond,PT11M47S,87936,2312,93,2018-06-12T17:38:15Z,Np3ULAMqwNo
354,VS Code Top-Ten Pro Tips,PT9M36S,1768300,47067,866,2018-06-07T18:31:44Z,u21W_tfPVrY
355,Airtable Quick Start with Firestore,PT8M46S,30797,480,52,2018-06-04T15:16:58Z,P9kRvgpIS8U
356,Algolia Firestore Instant Search,PT9M53S,41348,733,72,2018-05-31T16:25:57Z,3Z0V3cvgns8
357,Reactive Forms  - The Basics,PT15M48S,207928,4545,213,2018-05-22T18:50:23Z,JeeUY6WaXiA
358,Google Assistant Quick Start for Developers,PT13M59S,74388,1456,53,2018-05-17T20:13:42Z,WZY_in9oAjA
359,Angular CLI - The Basics,PT10M50S,57973,1649,73,2018-05-14T17:57:03Z,IZEolKjcjks
360,Angular Elements Quick Start,PT8M9S,76021,1568,165,2018-04-30T19:00:51Z,4u9_kdkvTsc
361,Episode 100 - NgConf and the Exciting Future of Angular,PT7M7S,6310,487,259,2018-04-23T20:43:02Z,V0HW6h0Jzog
362,Angular Universal with Firebase,PT11M58S,25791,560,46,2018-04-16T14:06:26Z,wij2-gyG12E
363,NGXS - Angular State Management,PT12M,78137,1472,134,2018-04-10T14:08:38Z,SGj11j4hxmg
364,TensorFlow.js Quick Start,PT11M17S,223627,4728,158,2018-04-03T16:14:01Z,Y_XM3Bu-4yc
365,Capacitor - Five Apps in Five Minutes,PT6M50S,122052,2703,99,2018-04-02T14:48:53Z,x2jRs7Qqai8
366,Passwordless Authentication with Firebase,PT7M23S,32439,403,32,2018-03-23T20:12:12Z,Ec7hr2xOjUo
367,Ionic Native Push Notifications + Firebase Cloud Messaging,PT9M38S,140972,1247,114,2018-03-12T14:47:09Z,SOOjamH1bAA
368,Firestore Security Rules - How to Hack a Firebase App,PT10M5S,99298,3964,139,2018-03-08T18:07:19Z,b7PUm7LmAOw
369,Firebase - Ultimate Beginner's Guide,PT21M45S,792955,15780,586,2018-02-27T17:49:59Z,9kRgVxULbag
370,Ionic Google Login for iOS and Android,PT7M20S,64162,585,116,2018-02-23T19:14:39Z,w6vhJhv4fps
371,Custom Ionic Splash + Animation,PT5M29S,169519,2558,107,2018-02-19T16:19:52Z,dPUmskG_-y0
372,Async Validation with Angular Reactive Forms + Firebase,PT7M20S,23317,724,55,2018-02-14T20:35:39Z,_X5FbiW0L_8
373,Model Relational Data in Firestore NoSQL,PT9M13S,257293,5925,187,2018-02-09T15:06:38Z,jm66TSlVtcc
374,Seefood - Ionic + Firebase + Cloud Vision,PT10M31S,27740,408,47,2018-01-30T23:22:37Z,taPczl94Eow
375,AngularFire2 Storage -  File Upload Dropzone,PT11M18S,28427,612,80,2018-01-26T15:27:24Z,wRWZQwiNFnM
376,The Future of Checkout Forms - Payment Request API,PT8M18S,41006,581,31,2018-01-17T23:00:19Z,sWC0jwNyl2s
377,Short Imports with TypeScript Path Mapping,PT4M32S,26678,1216,121,2018-01-06T20:54:59Z,1FOfL6bDSF4
378,"Swipe, Tap, Pinch - HammerJS + Angular Animations",PT9M14S,83981,1372,44,2017-12-29T13:55:50Z,5Z2C0wy4bmg
379,Coinbase + Firebase - Build a Bitcoin App,PT10M39S,28776,482,35,2017-12-17T13:33:01Z,6OKssWCEnAw
380,Role-Based Authorization with Firestore,PT10M33S,97879,1447,79,2017-12-08T21:08:49Z,1PEdd2rtG30
381,Angular Testing Quick Start,PT12M15S,165441,2977,87,2017-12-03T19:18:58Z,BumgayeUC08
382,Angular 5 Service Worker - Hacker News PWA,PT7M41S,27989,568,30,2017-11-26T16:51:56Z,9oYIepz4xvI
383,SendGrid Transactional Email via a Firestore Cloud Function,PT6M13S,53050,846,62,2017-11-20T16:28:42Z,JVy0JpCOuNI
384,NgRx + Firestore,PT10M20S,16962,258,30,2017-11-17T14:38:53Z,rv37jBygQ2g
385,Multi-Step Password Auth with Firebase and Reactive Forms,PT11M22S,21546,272,29,2017-11-14T14:22:12Z,r-n5lpG1hxY
386,Angular SEO with Rendertron,PT13M47S,40774,850,57,2017-11-08T17:54:51Z,ANyOZIcGvB8
387,Contentful - CMS for Angular Progressive Web Apps,PT10M37S,56718,928,61,2017-11-06T17:59:31Z,2agJoqviGY4
388,Faster Firestore via Data Aggregation,PT9M28S,54743,1010,70,2017-10-31T14:40:48Z,I6Q5VM1ao2k
389,Infinite Scroll Pagination with Firestore,PT11M5S,28667,368,31,2017-10-29T13:50:49Z,-yae3DNV1mY
390,Learn @ngrx/entity and Feature Modules,PT9M50S,48621,893,54,2017-10-26T13:31:46Z,8Wy1AqY5gqE
391,Angular Chatbot with Dialogflow (API.ai),PT11M38S,109702,1610,126,2017-10-22T21:12:04Z,CKhV7-NF2OI
392,Star Review System from Scratch with Firestore + Angular,PT10M11S,21157,349,32,2017-10-19T00:44:55Z,I2i3gXoTmcw
393,Google Sign-In with Firestore Custom User Data,PT7M52S,69469,779,82,2017-10-12T21:01:25Z,e8GA1UOj8mE
394,Angular HTTP Client Quick Start Tutorial,PT9M56S,163646,3134,111,2017-10-09T22:34:30Z,_05v0mrNLh0
395,Firestore with AngularFire5 Quick Start Tutorial,PT10M,77252,1330,112,2017-10-04T19:14:55Z,-GjF9pSeFTs
396,"Subscription Payments with Stripe, Angular, and Firebase",PT13M53S,33294,491,54,2017-09-27T00:34:53Z,QYvANSdlKjQ
397,Native Desktop Apps with Angular and Electron,PT9M43S,219255,4553,170,2017-09-21T23:59:59Z,u_vMChpZMCk
398,Firebase Database Performance Profiling,PT5M56S,4362,76,5,2017-09-19T17:14:05Z,8rAc-tJ_mJ0
399,Send SMS Text Messages with Twilio and Firebase,PT9M17S,61584,717,37,2017-09-13T14:21:50Z,vIWXoaR_VnQ
400,RxJS Quick Start with Practical Examples,PT15M33S,164320,4763,164,2017-09-12T13:54:10Z,2LCo926NFLI
401,Angular Ngrx with Firebase Google OAuth User Authentication,PT8M40S,13488,241,17,2017-09-06T13:12:51Z,wOLF-3wNQh8
402,Progressive Web Apps with Angular,PT6M12S,78832,1625,53,2017-09-03T15:42:22Z,51Nd_mTpugY
403,Angular Ngrx Effects with Firebase Database,PT8M57S,33895,593,44,2017-08-30T15:21:25Z,13nWhUndQo4
404,Angular ngrx Redux Quick Start Tutorial,PT9M1S,167245,2896,206,2017-08-29T17:06:53Z,f97ICOaekNU
405,Location-based Queries with GeoFire and Angular Google Maps,PT5M36S,53645,707,67,2017-08-25T01:46:00Z,dWn9iBYiJrk
406,"User Presence System in Realtime - Online, Offline, Away",PT6M11S,25359,385,32,2017-08-18T18:41:37Z,2ZDeT5hLIBQ
407,Role-Based User Permissions in Firebase,PT7M52S,77158,761,67,2017-08-16T20:52:50Z,3qODuvp1Zp8
408,Realtime Graphs and Charts with Plotly and Firebase,PT5M56S,68618,587,30,2017-08-11T15:54:14Z,Ga0vrqed6Ho
409,Use TypeScript with Firebase Cloud Functions,PT4M12S,26227,375,22,2017-08-10T14:19:32Z,twmh82lvs1Q
410,Infinite Scroll with Angular and Firebase,PT5M15S,43102,481,39,2017-08-08T21:07:50Z,Cy5MjeXZobE
411,Top 7 Ways to Debug Angular 4 Apps,PT6M28S,71709,1444,35,2017-08-05T18:23:22Z,gxixM90vo9Y
412,Send Push Notifications in Angular with Firebase Cloud Messaging,PT5M39S,92387,889,54,2017-08-04T13:22:54Z,z27IroVNFLI
413,Angular Reactive Forms with Firebase Database Backend,PT5M53S,21866,315,16,2017-08-01T22:58:17Z,MG8n8ggY0mk
414,Realtime Maps with Mapbox + Firebase + Angular,PT6M48S,83170,1002,38,2017-07-28T18:03:11Z,Zn3Xx-TSrM8
415,Advanced Firebase Data Filtering (Multi-Property),PT6M28S,70125,570,39,2017-07-26T20:49:57Z,ZszeF3laTc8
416,Learn Angular Animations with 5 Examples,PT7M2S,90011,1354,42,2017-07-24T18:12:18Z,mVqQDEtRBwA
417,Top 7 RxJS Concepts for Angular Developers,PT7M19S,157035,3753,79,2017-07-21T16:55:06Z,65Us8NwmYf4
418,Firebase Phone Authentication in Angular 4,PT4M33S,24580,272,38,2017-07-19T18:30:03Z,XIq_VU1Njw0
419,Algolia with Firebase Cloud Functions - Part 2,PT3M1S,6712,74,6,2017-07-18T14:53:00Z,Njtbo3YUdH4
420,Angular 4 Full Text Search with Algolia - Part 1,PT4M29S,11782,137,9,2017-07-17T22:34:42Z,4u_Vd-c9uLI
421,Selling Digital Content in Angular with Stripe Payments - Part 3,PT7M21S,8071,97,7,2017-07-16T15:25:07Z,VlVnb98oBGo
422,Process Stripe Payments with Firebase Cloud Functions - Part 2,PT4M53S,31970,220,32,2017-07-11T13:17:24Z,NsPGRIVOg0U
423,Stripe Checkout Payments with Angular and Firebase - Part 1,PT4M47S,51571,411,39,2017-07-10T20:52:53Z,_lZc2O2oUJk
424,Lazy Loading Components in Angular 4,PT2M40S,96966,985,32,2017-07-08T18:14:38Z,8tBQI5grhbE
425,Learn NgModule in Angular with Examples,PT5M59S,76680,1505,32,2017-07-07T23:15:16Z,oqZ4-ULwfbc
426,Facebook-Inspired Reactions System with Angular and Firebase,PT6M26S,18073,226,12,2017-07-06T16:45:23Z,_G5blkXLePY
427,Add Toast Message Notifications to your Angular App,PT4M27S,50874,273,10,2017-07-04T17:24:01Z,MlbLcUF77eU
428,How to Connect Firebase Users to their Data - 3 Methods,PT5M53S,176910,2100,91,2017-07-02T15:43:38Z,2ciHixbc4HE
429,Simple Pagination with Firebase and Angular 4,PT4M20S,19352,152,12,2017-06-30T21:48:12Z,TIGj7KzXtxg
430,Twitter-Inspired Follow Unfollow Feature with Firebase and Angular 4,PT5M48S,7986,128,14,2017-06-27T20:52:48Z,gNT5YBjLD2Q
431,Custom Usernames with Firebase Authentication,PT5M40S,51100,424,46,2017-06-26T21:08:58Z,NLWHEiH1FZY
432,Text Translation with Firebase Cloud Functions onWrite and Angular 4,PT6M,10063,124,7,2017-06-25T15:03:06Z,zioTb3Alqz4
433,Angular Drag-and-Drop File Uploads to Firebase Storage,PT6M15S,35369,371,28,2017-06-24T12:13:23Z,OVnrL4we2NM
434,Reddit Inspired Upvoting System with Angular and Firebase NoSQL,PT5M47S,9358,113,23,2017-06-23T14:57:25Z,mBPURBO1kD8
435,Autocomplete Search with Angular4 and Firebase,PT4M36S,46673,487,27,2017-06-22T14:15:48Z,eQuVbyBGhHA
436,Firebase Database Rules Tutorial,PT5M12S,80685,1049,39,2017-06-20T21:36:19Z,qLrDWBKTUZo
437,Angular 4 Transactional Email with Google Firebase Cloud Functions,PT5M39S,37666,252,33,2017-06-15T23:47:56Z,wCtNjP9gcqk
438,Loading Spinners for Asynchronous Firebase Data,PT2M31S,63612,606,33,2017-05-01T19:44:13Z,qR-Cj1dGgkM
439,Sharing Data between Components in Angular,PT5M19S,410135,6250,357,2017-04-30T22:21:53Z,I317BhehZKM
440,How to Deploy an Angular App to Firebase Hosting,PT1M55S,67859,777,77,2017-04-19T19:12:54Z,aICeVhu2mAE
441,Upload Files from Angular to Firebase Storage,PT4M2S,72376,422,39,2017-04-19T19:10:29Z,5qoU1EirSmo
442,Angular Firebase CRUD App with NoSQL Database Tutorial,PT4M21S,51292,335,29,2017-04-19T19:09:01Z,6N_1vUPlhvk
443,Angular Router Guards for Firebase Users,PT1M44S,20331,167,12,2017-04-19T19:07:19Z,RxLI9_ub6PM
444,Anonymous Authentication with Angular and Firebase - Lazy Registration,PT2M40S,10958,95,3,2017-04-19T19:00:55Z,dyQDAaDq2ag
445,OAuth with Angular and Firebase Tutorial,PT3M18S,35057,192,35,2017-04-18T16:16:43Z,-3rkY8X2EWc
